,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
0,Precious Achiuwa,C,23,TOR,17.8,2.6,6.8,.376,0.3,2.1,.147,2.3,4.7,.480,.399,1.8,2.2,.829,1.6,4.0,5.6,1.2,0.2,0.7,1.0,1.3,7.3,12.8,.466,.312,.321,9.2,27.4,17.7,9.7,0.5,3.9,11.4,21.1,-0.1,0.3,0.2,.037,-2.8,-1.3,-4.1,-0.1,2840160,4379526,6275861,0,0,0
1,Steven Adams,C,29,MEM,26.8,3.5,6.2,.574,0.0,0.0,.000,3.5,6.1,.577,.574,0.9,2.7,.333,5.0,6.2,11.2,2.2,0.9,1.2,1.9,2.4,8.0,16.6,.542,.005,.444,19.6,23.8,21.7,10.5,1.5,3.9,20.6,14.1,0.8,1.8,2.5,.130,-0.7,0.9,0.2,0.5,17926829,12600000,12600000,0,0,0
2,Bam Adebayo,C,25,MIA,35.2,8.5,15.8,.538,0.0,0.3,.100,8.5,15.5,.546,.539,4.4,5.4,.806,2.8,7.1,9.9,3.1,1.1,0.8,2.9,3.0,21.4,20.3,.589,.017,.344,8.8,24.5,16.3,15.7,1.5,2.3,13.6,26.4,1.7,2.0,3.6,.133,0.4,0.5,0.9,1.0,30351780,32600060,34848340,37096620,0,0
3,Ochai Agbaji,SG,22,UTA,9.7,1.4,2.9,.483,0.6,1.7,.364,0.8,1.3,.640,.586,0.3,0.5,.500,0.4,0.7,1.1,0.2,0.1,0.0,0.1,1.0,3.7,9.4,.585,.569,.172,4.5,8.1,6.3,2.8,0.2,0.0,3.1,13.9,0.2,0.0,0.3,.068,-1.7,-2.6,-4.3,-0.1,3918360,4114200,4310280,6383525,8879483,0
4,Santi Aldama,PF,22,MEM,22.8,3.3,7.1,.469,1.3,3.5,.362,2.1,3.6,.574,.559,1.4,1.9,.725,1.3,3.8,5.1,1.3,0.7,0.9,0.6,2.3,9.3,14.9,.587,.496,.270,5.8,17.2,11.6,7.8,1.4,3.4,7.1,15.4,1.4,1.3,2.7,.156,0.2,1.5,1.7,0.8,2094120,2194200,3960531,5940797,0,0
5,Nickeil Alexander-Walker,SG,24,UTA,15.5,2.5,5.1,.490,1.1,2.6,.419,1.4,2.5,.565,.598,0.8,1.1,.710,0.3,1.3,1.6,2.3,0.7,0.4,1.3,1.7,6.9,13.8,.616,.517,.217,2.0,9.3,5.6,20.7,2.1,2.1,18.7,18.7,0.4,0.4,0.8,.086,0.0,0.6,0.6,0.3,5009633,7073602,0,0,0,0
6,Grayson Allen,SG,27,MIL,27.4,3.3,7.7,.430,1.8,4.7,.382,1.5,3.0,.505,.547,1.9,2.1,.905,1.0,2.6,3.6,2.6,0.7,0.2,1.1,1.4,10.3,12.7,.598,.614,.267,3.8,9.8,6.9,13.4,1.3,0.6,11.4,14.8,1.5,1.1,2.6,.125,-0.2,0.5,0.3,0.6,8500000,8500000,0,0,0,0
7,Jarrett Allen,C,24,CLE,33.6,5.4,8.8,.619,0.0,0.2,.000,5.4,8.6,.631,.619,2.7,3.9,.702,3.1,7.0,10.1,1.5,0.8,1.2,1.4,2.1,13.6,18.7,.648,.020,.438,11.1,24.2,17.8,6.8,1.2,3.4,12.1,15.9,2.5,2.0,4.5,.190,0.7,1.1,1.8,1.1,20000000,20000000,20000000,20000000,0,0
8,Jose Alvarado,PG,24,NOP,20.9,3.3,8.0,.415,1.4,4.2,.333,1.9,3.8,.507,.503,1.1,1.4,.768,0.5,2.0,2.4,3.1,1.2,0.1,1.4,2.0,9.2,13.0,.530,.527,.179,2.5,10.6,6.5,20.6,2.8,0.5,13.6,20.1,0.3,1.1,1.4,.085,-1.7,1.0,-0.6,0.3,1563518,1836096,1988598,0,0,0
9,Kyle Anderson,PF,29,MIN,25.5,2.8,5.8,.483,0.5,1.3,.415,2.3,4.5,.504,.531,1.7,2.1,.815,0.6,3.7,4.3,3.7,1.2,0.7,1.4,2.1,7.9,13.4,.585,.228,.361,2.6,15.4,9.3,19.0,2.2,2.7,17.4,13.6,0.8,1.0,1.8,.108,-0.7,1.9,1.2,0.6,8780488,9219512,0,0,0,0
10,Giannis Antetokounmpo,PF,28,MIL,33.6,11.3,21.3,.530,0.7,3.0,.242,10.6,18.3,.577,.547,8.7,13.2,.654,2.2,9.6,11.8,5.2,0.8,0.9,4.1,3.5,32.0,27.8,.589,.141,.621,7.1,29.1,18.3,30.7,1.2,2.2,13.1,38.9,2.3,2.0,4.3,.186,5.2,2.3,7.5,2.7,42492492,45640084,48787676,51935268,0,0
11,Thanasis Antetokounmpo,SF,30,MIL,4.4,0.2,0.7,.214,0.0,0.2,.000,0.2,0.5,.300,.214,0.2,0.3,.500,0.3,0.6,0.9,0.2,0.1,0.2,0.4,0.4,0.5,0.9,.270,.286,.429,7.7,14.8,11.3,4.5,1.2,3.0,29.6,11.9,-0.3,0.1,-0.1,-0.083,-9.4,-0.7,-10.0,-0.2,1878720,0,0,0,0,0
12,Cole Anthony,PG,22,ORL,26.4,4.3,10.0,.429,1.2,3.8,.321,3.0,6.1,.496,.491,2.5,2.8,.903,0.5,4.0,4.5,4.4,0.8,0.4,1.7,3.0,12.3,14.7,.550,.384,.283,2.4,17.0,9.7,25.1,1.4,1.3,13.1,21.1,0.6,0.5,1.2,.096,-0.5,0.4,-0.1,0.3,3613680,5539771,7744600,0,0,0
13,OG Anunoby,SF,25,TOR,37.1,6.8,14.6,.465,1.8,5.2,.349,5.0,9.4,.528,.527,2.8,3.4,.836,1.6,4.4,6.0,2.1,2.3,0.8,2.3,3.1,18.2,15.4,.566,.354,.232,4.4,14.5,9.1,8.6,3.0,2.2,12.7,21.2,0.7,1.7,2.4,.086,-0.5,0.8,0.4,0.8,17357143,18642857,19928571,0,0,0
14,Ryan Arcidiacono,PG,28,NYK,2.5,0.1,0.5,.200,0.1,0.3,.333,0.0,0.2,.000,.300,0.0,0.0,,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3,3.3,.300,.600,.000,0.0,17.2,8.5,9.9,3.9,0.0,16.7,10.2,0.0,0.0,0.0,-0.004,-9.1,4.3,-4.8,0.0,2298385,0,0,0,0,0
15,Deni Avdija,SF,22,WAS,25.9,3.0,6.9,.432,0.9,3.0,.289,2.1,3.9,.540,.494,1.4,1.8,.806,0.9,4.7,5.6,2.7,0.8,0.6,1.6,3.0,8.3,10.8,.537,.432,.254,4.2,19.3,12.0,13.7,1.5,2.0,16.7,15.6,0.1,1.2,1.2,.060,-2.9,0.7,-2.1,0.0,4916160,6263188,8486619,0,0,0
16,Deandre Ayton,C,24,PHO,29.5,7.6,12.9,.592,0.2,0.6,.333,7.5,12.4,.604,.599,2.0,2.7,.733,2.8,7.0,9.8,2.0,0.5,0.7,2.1,2.8,17.5,20.7,.619,.044,.211,10.5,27.6,18.8,11.3,0.9,2.2,13.0,23.6,1.9,1.4,3.3,.144,1.5,-0.3,1.2,0.9,30913750,32459438,34005126,35550814,0,0
17,Udoka Azubuike,C,23,UTA,4.2,0.8,0.9,.857,0.0,0.0,,0.8,0.9,.857,.857,0.1,0.4,.333,0.7,1.1,1.8,0.3,0.1,0.2,0.2,0.3,1.7,24.3,.781,.000,.429,17.5,30.1,23.8,11.6,1.5,3.9,15.3,13.1,0.2,0.1,0.3,.233,3.8,1.3,5.1,0.1,2174880,3923483,5818526,0,0,0
18,Marvin Bagley III,PF,23,DET,21.3,4.3,8.0,.537,0.4,1.3,.273,4.0,6.7,.589,.560,1.6,2.1,.769,2.1,3.8,5.9,0.6,0.5,0.7,0.9,2.0,10.6,17.8,.592,.164,.259,10.4,20.6,15.4,4.3,1.2,3.0,8.9,19.5,0.8,0.4,1.2,.107,0.3,-1.1,-0.8,0.2,12500000,12500000,12500000,0,0,0
19,Patrick Baldwin Jr,SF,20,GSW,8.8,1.8,4.3,.429,1.5,3.4,.432,0.4,0.9,.417,.598,0.2,0.3,.750,0.0,1.6,1.6,0.2,0.5,0.1,0.5,0.5,5.4,14.8,.606,.786,.071,0.0,19.8,10.0,3.9,2.4,0.8,9.4,23.3,0.0,0.2,0.2,.063,1.4,-0.6,0.9,0.1,2226000,2337720,2448840,4420156,6586033,0
20,LaMelo Ball,PG,21,CHO,34.1,8.2,20.0,.412,4.2,11.2,.377,4.0,8.8,.456,.518,2.4,2.7,.870,1.0,4.5,5.5,8.3,1.2,0.4,2.9,3.6,23.1,19.3,.544,.562,.135,2.9,14.6,8.5,39.7,1.7,1.1,12.0,29.3,0.8,0.5,1.3,.104,4.3,-0.9,3.4,0.8,8623920,10900635,14301633,0,0,0
21,Mo Bamba,C,24,ORL,18.5,2.9,5.8,.503,1.1,2.8,.382,1.8,3.0,.615,.595,1.0,1.5,.681,1.3,3.9,5.1,1.1,0.3,1.0,0.6,2.3,7.9,16.6,.613,.481,.254,7.7,23.4,15.6,8.8,0.7,5.4,8.9,16.5,1.1,0.7,1.8,.146,0.6,0.7,1.3,0.5,10300000,10300000,0,0,0,0
22,Paolo Banchero,PF,20,ORL,34.2,7.1,16.1,.439,1.3,4.2,.319,5.7,11.9,.481,.480,6.0,7.8,.761,1.2,5.5,6.7,3.9,0.9,0.5,2.9,2.4,21.4,16.9,.548,.260,.488,4.0,18.2,11.1,18.5,1.3,1.5,13.0,28.4,0.6,1.0,1.6,.070,0.6,-1.0,-0.4,0.5,11055120,11608080,12160800,15334769,19935199,0
23,Desmond Bane,SG,24,MEM,31.2,7.3,16.7,.435,3.1,7.7,.395,4.2,8.9,.471,.527,4.2,4.6,.898,0.5,4.5,5.1,4.0,0.7,0.3,2.1,2.6,21.7,18.5,.581,.464,.278,1.8,14.9,8.5,19.3,1.1,0.9,9.9,27.2,1.2,0.7,1.9,.154,3.2,-0.1,3.1,0.8,2130240,3845083,5767625,0,0,0
24,Dalano Banton,PG,23,TOR,10.1,2.0,4.7,.423,0.6,2.0,.302,1.4,2.8,.508,.486,0.6,0.8,.824,0.4,1.0,1.5,1.2,0.5,0.5,0.6,1.1,5.2,16.5,.516,.413,.163,4.3,12.6,8.1,18.4,2.7,5.4,10.4,23.9,0.1,0.3,0.4,.083,0.0,0.9,0.9,0.2,1563518,0,0,0,0,0
25,Dominick Barlow,SF,19,SAS,6.5,0.8,1.8,.429,0.0,0.8,.000,0.8,1.0,.750,.429,1.0,1.0,1.000,0.5,0.3,0.8,0.8,0.3,0.0,0.0,0.8,2.5,15.8,.571,.429,.571,8.3,4.5,6.5,14.9,1.8,0.0,0.0,14.0,0.1,0.0,0.1,.161,0.1,-0.1,0.0,0.0,508891,1761752,0,0,0,0
26,Harrison Barnes,PF,30,SAC,31.8,4.3,9.4,.463,1.3,4.2,.316,3.0,5.2,.581,.534,4.1,5.0,.817,1.0,4.2,5.2,1.7,0.9,0.1,1.3,1.4,14.1,13.7,.609,.444,.537,3.6,15.1,9.4,7.3,1.3,0.3,9.8,17.2,1.8,0.9,2.7,.105,0.0,-0.9,-0.9,0.3,18352273,0,0,0,0,0
27,Scottie Barnes,PF,21,TOR,34.0,5.9,13.3,.448,0.9,3.2,.291,5.0,10.1,.497,.483,2.1,2.7,.760,2.1,4.8,6.9,4.6,1.0,0.8,2.2,2.0,14.9,15.1,.514,.238,.204,6.5,17.2,11.5,20.8,1.4,2.3,13.0,20.9,0.6,1.2,1.8,.070,0.4,-0.5,-0.1,0.6,7644600,8008680,10130980,13362763,0,0
28,RJ Barrett,SG,22,NYK,34.1,6.9,16.1,.427,1.8,5.3,.332,5.1,10.8,.474,.481,4.2,5.5,.762,0.9,4.6,5.5,3.0,0.5,0.2,2.4,2.4,19.7,13.3,.532,.331,.342,2.7,14.5,8.6,13.5,0.7,0.5,11.6,26.1,0.3,1.1,1.4,.055,-0.7,-1.4,-2.1,0.0,10900634,23883929,25794643,27705357,29616071,0
29,Charles Bassey,C,22,SAS,13.6,2.0,2.9,.671,0.1,0.3,.333,1.9,2.7,.703,.686,0.7,1.0,.667,1.8,3.4,5.2,1.2,0.3,0.9,1.2,2.1,4.7,17.5,.695,.086,.343,14.6,28.7,21.4,11.9,1.2,5.7,25.8,13.8,0.5,0.3,0.8,.118,-1.3,1.1,-0.2,0.1,566085,1761752,0,0,0,0
30,Keita Bates-Diop,SF,27,SAS,17.9,2.9,5.6,.515,0.4,1.3,.342,2.4,4.3,.568,.555,1.2,1.4,.810,1.2,1.7,2.9,0.8,0.7,0.2,0.8,0.8,7.4,13.7,.592,.233,.258,7.3,11.2,9.2,5.8,1.7,0.8,11.7,16.5,0.5,0.2,0.7,.064,-0.7,-1.5,-2.2,0.0,1878720,0,0,0,0,0
31,Nicolas Batum,PF,34,LAC,21.4,2.2,4.9,.440,1.6,3.8,.407,0.6,1.1,.561,.599,0.4,0.7,.607,0.9,3.5,4.4,1.4,0.6,0.8,0.8,2.1,6.3,11.8,.605,.785,.147,4.6,17.6,11.2,9.1,1.4,3.2,12.9,12.2,0.8,1.2,2.0,.112,-1.0,1.9,0.9,0.6,19700319,11710818,0,0,0,0
