,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
225,Keldon Johnson,SF,23,SAS,32.0,7.5,17.5,.426,2.5,7.1,.348,5.0,10.3,.481,.498,3.8,5.0,.756,0.8,4.0,4.8,2.7,0.7,0.2,2.2,2.0,21.2,14.6,.538,.408,.288,2.8,14.4,8.4,12.8,1.0,0.5,10.0,28.5,0.3,0.2,0.5,.021,0.5,-2.9,-2.5,-0.1,3873024,20000000,19000000,17500000,17500000,0
226,Keon Johnson,SG,20,POR,12.8,2.1,5.6,.368,0.9,2.7,.333,1.2,2.9,.400,.448,0.3,0.7,.385,0.4,1.4,1.8,1.1,0.6,0.2,1.4,1.3,5.3,5.9,.448,.481,.123,3.3,12.5,8.0,12.9,2.2,1.4,18.9,24.6,-0.7,0.3,-0.4,-0.087,-5.9,-0.9,-6.9,-0.3,2681040,2808720,4474291,6447453,0,0
227,Stanley Johnson,SF,26,SAS,13.5,2.4,4.0,.596,0.8,1.7,.500,1.5,2.3,.667,.702,0.8,1.2,.688,0.4,2.2,2.6,1.9,0.4,0.3,0.9,1.7,6.5,17.5,.711,.423,.308,3.1,19.2,10.9,20.1,1.4,1.9,16.9,16.9,0.4,0.1,0.5,.135,1.9,0.4,2.3,0.2,4022164,0,0,0,0,0
228,Nikola Jokic,C,27,DEN,33.4,9.5,15.5,.613,0.9,2.4,.368,8.6,13.1,.658,.642,5.4,6.6,.816,2.0,8.8,10.8,9.5,1.4,0.6,3.4,2.8,25.3,32.0,.687,.156,.428,7.2,29.7,18.7,45.9,2.1,1.6,15.6,28.4,6.1,1.7,7.8,.311,8.5,3.9,12.3,4.3,33047803,46550000,50274000,53998000,57722000,61446000
229,Damian Jones,C,27,LAL,9.3,1.1,2.0,.556,0.0,0.2,.000,1.1,1.8,.606,.556,0.8,1.1,.750,1.0,1.9,2.9,0.2,0.2,0.6,0.4,0.8,3.1,15.1,.614,.083,.556,12.1,21.7,17.1,3.1,0.8,5.5,15.2,13.3,0.2,0.2,0.4,.127,-1.8,0.3,-1.5,0.0,2298385,2586665,0,0,0,0
230,Derrick Jones Jr,SF,25,CHI,14.2,2.0,3.8,.532,0.4,1.2,.353,1.6,2.6,.613,.587,1.2,1.6,.783,0.9,1.6,2.5,0.6,0.5,0.6,0.5,1.5,5.7,15.3,.634,.312,.422,7.2,12.5,9.9,5.6,1.6,4.1,10.4,15.3,0.7,0.4,1.2,.136,-0.5,0.4,-0.1,0.2,3200000,3360000,0,0,0,0
231,Herbert Jones,SF,24,NOP,28.6,3.5,8.1,.425,0.9,2.9,.296,2.6,5.3,.497,.478,2.4,3.0,.776,1.3,2.6,3.9,2.1,1.5,0.7,1.2,3.4,10.1,11.7,.535,.355,.373,5.0,10.1,7.5,10.0,2.6,2.2,11.4,15.7,0.5,1.1,1.7,.099,-2.3,1.6,-0.6,0.3,1785000,1836096,0,0,0,0
232,Kai Jones,C,22,CHO,9.4,1.2,2.3,.500,0.1,0.5,.273,1.0,1.9,.556,.527,0.3,0.5,.727,0.8,1.3,2.1,0.2,0.2,0.5,0.4,1.3,2.8,10.7,.551,.196,.196,8.5,15.3,11.7,3.0,1.1,4.4,12.9,12.9,0.1,0.2,0.3,.063,-4.3,-0.6,-4.8,-0.2,2909040,3047880,4693735,6693266,0,0
233,Tre Jones,PG,23,SAS,29.9,5.1,11.5,.445,0.7,2.6,.275,4.4,8.8,.496,.477,2.3,2.6,.881,0.8,2.9,3.7,6.4,1.4,0.2,1.9,1.6,13.2,15.3,.524,.228,.226,2.8,11.2,6.9,29.7,2.2,0.4,13.4,20.2,1.2,0.5,1.6,.068,-0.6,-1.0,-1.6,0.1,1782621,0,0,0,0,0
234,Tyus Jones,PG,26,MEM,23.6,3.9,8.8,.442,1.6,4.1,.386,2.3,4.7,.489,.531,1.2,1.5,.776,0.4,1.9,2.3,4.8,0.9,0.1,0.9,0.4,10.5,16.3,.555,.462,.170,1.6,8.4,5.0,27.5,1.8,0.2,8.9,17.9,1.9,1.0,2.9,.151,1.7,0.3,2.0,0.9,15000000,14000000,0,0,0,0
235,DeAndre Jordan,C,34,DEN,14.0,2.0,2.6,.757,0.0,0.0,1.000,2.0,2.6,.753,.764,0.6,1.3,.472,1.3,3.8,5.1,0.8,0.2,0.7,1.0,1.7,4.6,15.3,.724,.014,.486,10.9,30.9,21.1,7.3,0.6,4.5,24.4,13.1,0.5,0.5,1.0,.118,-1.9,0.4,-1.5,0.0,10733758,0,0,0,0,0
236,Cory Joseph,PG,31,DET,15.4,1.6,4.1,.397,0.6,1.7,.322,1.1,2.4,.451,.465,0.6,0.8,.750,0.3,1.0,1.3,3.0,0.4,0.1,0.7,1.4,4.5,10.1,.496,.418,.199,1.8,7.6,4.6,27.4,1.3,0.3,13.0,14.2,0.4,0.1,0.5,.043,-2.4,-1.1,-3.5,-0.2,5155500,0,0,0,0,0
237,Nikola Jovic,PF,19,MIA,13.6,1.9,4.6,.406,0.5,2.3,.229,1.3,2.3,.588,.464,1.2,1.3,.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,10.8,.530,.507,.275,4.9,13.1,8.8,7.3,1.7,1.0,11.4,18.9,0.0,0.2,0.3,.059,-3.3,-0.2,-3.5,-0.1,2239920,2352000,2464200,4445417,6592553,0
238,Mfiondu Kabengele,PF,25,BOS,8.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,18.4,.500,.500,.000,41.8,13.6,27.5,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,.239,-0.1,-7.2,-7.3,0.0,508891,1761752,0,0,0,0
239,Frank Kaminsky,C,29,ATL,7.3,0.9,1.6,.563,0.4,0.9,.444,0.5,0.7,.714,.688,0.5,0.6,.833,0.2,1.5,1.6,0.9,0.1,0.0,0.3,0.9,2.7,14.2,.724,.563,.375,2.2,21.8,11.8,15.2,0.7,0.0,13.9,12.6,0.3,0.1,0.5,.158,0.5,1.1,1.6,0.1,2463490,0,0,0,0,0
240,Trevor Keels,SG,19,NYK,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.5,.000,1.000,.000,0.0,100.0,53.4,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.0,-0.799,-36.3,-8.3,-44.6,0.0,508891,1761752,0,0,0,0
241,Luke Kennard,SG,26,LAC,22.1,3.1,6.3,.489,1.9,4.0,.462,1.2,2.3,.537,.636,0.7,0.7,.950,0.2,2.3,2.5,1.2,0.6,0.1,0.9,1.4,8.7,11.8,.656,.636,.109,1.0,11.3,6.2,8.1,1.2,0.6,12.3,14.9,0.7,0.6,1.3,.099,-0.6,0.3,-0.4,0.3,13745455,14763636,14763636,0,0,0
242,Walker Kessler,C,21,UTA,18.7,3.0,4.1,.724,0.0,0.0,,3.0,4.1,.724,.724,1.0,1.8,.557,2.4,4.2,6.6,0.6,0.3,1.9,0.7,2.3,6.9,20.0,.709,.000,.429,14.1,24.7,19.4,4.6,0.7,8.2,12.2,12.4,1.9,1.0,3.0,.190,0.5,1.4,1.9,0.7,2696400,2831160,2965920,4878938,7064703,0
243,Braxton Key,SF,25,DET,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,18.9,1.064,.000,2.000,0.0,12.7,6.1,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,.241,2.4,0.5,2.8,0.0,201802,0,0,0,0,0
244,Corey Kispert,SF,23,WAS,27.9,3.3,7.0,.480,1.7,4.2,.407,1.6,2.8,.591,.603,1.1,1.3,.810,0.5,2.2,2.8,1.4,0.6,0.1,0.7,1.4,9.5,10.7,.627,.605,.188,2.2,8.5,5.4,6.6,1.0,0.4,8.0,12.8,1.1,0.5,1.6,.087,-1.1,-0.8,-1.8,0.0,3552840,3722040,5705887,7976830,0,0
245,Maxi Kleber,C,31,DAL,25.6,2.3,4.7,.490,1.1,3.0,.369,1.2,1.8,.692,.606,0.5,0.6,.786,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2,9.6,.622,.625,.135,3.9,12.4,8.1,5.2,0.6,3.5,10.6,9.9,0.5,0.5,1.0,.086,-1.5,0.2,-1.3,0.1,9000000,11000000,11000000,11000000,0,0
246,Nathan Knight,PF,25,MIN,5.7,0.9,1.3,.680,0.1,0.3,.400,0.8,1.1,.750,.720,0.7,1.1,.667,0.5,0.8,1.3,0.3,0.2,0.1,0.5,0.7,2.6,16.0,.730,.200,.840,9.6,14.8,12.3,7.7,1.8,1.7,22.6,17.5,0.2,0.1,0.3,.131,-1.7,-0.7,-2.3,0.0,1836090,1997238,0,0,0,0
247,Kevin Knox,SF,23,DET,14.0,1.9,4.3,.447,1.0,2.8,.359,0.9,1.5,.612,.564,0.7,0.8,.815,0.4,2.0,2.4,0.4,0.4,0.3,0.7,1.8,5.5,10.0,.592,.652,.191,3.2,16.0,9.4,4.1,1.2,1.7,13.6,16.1,0.1,0.2,0.4,.038,-2.1,-0.5,-2.7,-0.1,3000000,3000000,0,0,0,0
248,Christian Koloko,C,22,TOR,15.9,1.5,2.9,.500,0.0,0.2,.125,1.4,2.7,.530,.505,0.9,1.4,.667,1.6,1.7,3.4,0.5,0.3,1.2,0.5,2.7,3.9,11.4,.548,.074,.472,10.7,13.2,11.9,4.1,0.8,7.5,11.5,10.7,0.6,0.6,1.3,.102,-4.4,0.3,-4.1,-0.3,1500000,1719864,2019699,0,0,0
249,John Konchar,SG,26,MEM,25.2,2.7,5.9,.457,1.2,3.4,.371,1.5,2.6,.568,.562,0.5,0.6,.870,1.0,4.4,5.4,1.6,1.2,0.3,0.6,1.6,7.2,12.0,.580,.566,.105,4.2,17.8,11.1,7.9,2.2,1.0,9.5,11.1,1.0,1.5,2.5,.130,-0.9,2.2,1.2,0.8,2300000,2400000,6165000,6165000,6165000,0
250,Furkan Korkmaz,SG,25,PHI,11.3,1.3,3.3,.400,0.5,1.6,.324,0.8,1.7,.472,.479,0.9,1.3,.667,0.2,1.1,1.3,0.9,0.3,0.1,0.7,0.4,4.0,9.0,.519,.486,.386,2.5,11.2,6.9,10.7,1.2,1.2,15.5,18.2,-0.1,0.3,0.1,.020,-3.4,-0.9,-4.2,-0.1,5000000,5370370,0,0,0,0
251,Luke Kornet,C,27,BOS,11.8,1.6,2.4,.684,0.1,0.2,.333,1.6,2.2,.712,.696,0.5,0.5,.833,1.3,1.8,3.1,0.7,0.2,0.8,0.4,1.3,3.8,17.2,.719,.076,.228,12.0,17.0,14.5,8.1,0.7,5.4,12.1,11.0,1.1,0.5,1.6,.199,-0.1,1.2,1.0,0.3,2133278,2413304,0,0,0,0
252,Vit Krejci,PG,22,ATL,6.3,0.6,1.5,.385,0.3,1.0,.294,0.3,0.5,.556,.481,0.1,0.1,.500,0.1,0.5,0.6,0.6,0.1,0.1,0.2,0.6,1.5,6.6,.484,.654,.077,2.0,9.2,5.5,11.7,0.9,0.8,10.0,11.8,0.0,0.1,0.1,.030,-4.1,0.1,-4.0,-0.1,1563518,1836096,1988598,0,0,0
253,Jonathan Kuminga,PF,20,GSW,18.6,2.8,6.0,.472,0.5,1.9,.258,2.4,4.2,.569,.513,1.4,2.0,.672,1.0,2.2,3.2,1.7,0.5,0.5,1.5,2.3,7.5,10.4,.545,.312,.337,6.1,12.9,9.5,12.6,1.2,2.2,17.4,18.9,-0.1,0.6,0.5,.039,-3.7,-0.2,-4.0,-0.3,5739840,6012840,7636307,10240287,0,0
254,Kyle Kuzma,PF,27,WAS,35.3,8.2,17.8,.461,2.4,7.2,.337,5.8,10.6,.546,.530,2.5,3.6,.705,0.9,6.5,7.5,3.9,0.5,0.4,2.9,2.4,21.4,15.2,.552,.406,.200,3.0,19.9,11.7,17.3,0.7,1.0,13.1,27.5,-0.1,1.2,1.1,.040,0.4,-1.3,-0.9,0.4,13000000,13000000,0,0,0,0
255,Anthony Lamb,SF,25,GSW,19.7,2.7,5.3,.503,1.4,3.5,.389,1.3,1.8,.732,.633,0.5,0.7,.739,0.8,2.5,3.3,1.7,0.7,0.3,1.0,2.2,7.2,12.1,.645,.669,.136,4.6,13.8,9.2,11.8,1.6,1.1,15.2,14.0,0.7,0.6,1.4,.103,-0.8,0.7,-0.1,0.3,508891,1761752,0,0,0,0
256,Jock Landale,C,27,PHO,14.3,2.4,4.7,.516,0.3,1.4,.234,2.1,3.3,.634,.550,1.5,1.8,.823,1.6,2.4,3.9,0.8,0.2,0.6,0.8,1.7,6.6,17.2,.607,.296,.390,12.0,19.2,15.5,8.3,0.8,3.7,13.1,19.0,0.9,0.6,1.5,.144,-0.4,-0.3,-0.8,0.2,1563518,0,0,0,0,0
257,Romeo Langford,SG,23,SAS,19.9,3.0,6.2,.494,0.4,1.3,.273,2.7,4.8,.554,.523,0.8,1.1,.704,1.5,1.2,2.8,1.0,0.6,0.3,0.8,1.8,7.2,11.3,.543,.214,.175,8.3,7.2,7.8,6.6,1.5,1.4,10.3,15.5,0.3,0.1,0.4,.040,-2.0,-1.3,-3.3,-0.2,5634257,7837251,0,0,0,0
258,Jake LaRavia,PF,21,MEM,14.4,1.3,3.2,.411,0.8,2.2,.373,0.5,1.0,.500,.541,0.3,0.3,.857,0.7,1.7,2.3,0.8,0.4,0.1,0.7,1.7,3.7,7.7,.559,.699,.096,5.1,11.8,8.5,6.7,1.4,0.8,16.5,11.2,0.1,0.4,0.5,.075,-3.1,0.8,-2.2,0.0,3047640,3199920,3352680,5163127,7362619,0
259,Zach LaVine,SG,27,CHI,35.2,8.3,17.7,.469,3.1,7.6,.405,5.2,10.1,.516,.556,3.6,4.3,.840,0.6,3.8,4.3,4.3,1.0,0.2,2.5,2.3,23.3,18.0,.594,.429,.245,1.8,12.0,7.0,18.8,1.4,0.5,11.3,27.5,1.6,0.9,2.5,.096,2.4,-1.3,1.1,1.0,37096500,40064220,43031940,45999660,48967380,0
260,AJ Lawson,SG,22,TOT,1.8,0.2,0.8,.250,0.0,0.6,.000,0.2,0.2,1.000,.250,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.4,-5.5,.250,.750,.000,0.0,11.9,6.2,0.0,0.0,0.0,0.0,19.8,-0.1,0.0,-0.1,-0.294,-13.6,-5.0,-18.7,0.0,371432,1761752,0,0,0,0
261,Damion Lee,SG,30,PHO,21.8,2.7,5.9,.465,1.8,3.7,.480,1.0,2.2,.440,.614,1.0,1.1,.933,0.6,2.8,3.4,1.2,0.4,0.1,1.0,1.6,8.2,11.5,.648,.622,.187,2.9,14.8,8.7,7.4,0.9,0.4,13.0,14.4,1.1,0.7,1.8,.098,-0.1,-0.6,-0.6,0.3,2133278,0,0,0,0,0
262,Saben Lee,PG,23,PHI,5.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,13.2,.750,.250,.000,0.0,0.0,0.0,37.8,4.9,0.0,42.9,31.2,0.0,0.0,0.0,-0.082,-3.7,-0.5,-4.3,0.0,1859644,0,0,0,0,0
263,Alex Len,C,29,SAC,4.0,0.5,1.0,.500,0.0,0.1,.000,0.5,0.9,.556,.500,0.3,0.4,.750,0.3,1.0,1.3,0.3,0.0,0.0,0.3,0.7,1.3,8.6,.553,.100,.400,8.7,28.3,18.6,9.8,0.0,0.0,20.3,15.7,0.0,0.0,0.0,.039,-5.8,-1.1,-6.9,0.0,3918600,0,0,0,0,0
264,Kawhi Leonard,SF,31,LAC,28.9,6.4,13.9,.464,1.1,3.8,.279,5.4,10.1,.533,.502,3.4,4.2,.803,1.1,4.9,5.9,3.8,0.9,0.3,1.4,1.4,17.3,19.3,.550,.272,.304,4.0,18.3,11.3,22.4,1.6,0.9,8.4,25.9,0.8,0.7,1.4,.132,1.9,1.1,2.9,0.7,42492492,45640084,48787676,0,0,0
265,Caris LeVert,SG,28,CLE,31.1,4.5,11.0,.413,1.6,4.4,.366,2.9,6.6,.443,.485,2.0,2.6,.745,0.7,3.4,4.1,3.7,0.8,0.2,1.6,2.4,12.6,11.7,.520,.396,.241,2.8,12.7,7.8,17.5,1.4,0.5,11.8,19.8,0.4,1.5,1.9,.079,-1.9,0.4,-1.5,0.2,18796296,0,0,0,0,0
266,Kira Lewis Jr,PG,21,NOP,11.7,2.7,5.7,.471,0.3,1.3,.250,2.3,4.3,.538,.500,2.0,2.0,1.000,0.3,1.3,1.7,0.3,0.3,0.0,0.7,1.7,7.7,15.1,.586,.235,.353,3.2,12.8,8.0,4.4,1.4,0.0,9.2,26.0,0.0,0.0,0.1,.108,-3.2,-0.5,-3.7,0.0,4004280,5722116,7913686,0,0,0
267,Damian Lillard,PG,32,POR,35.6,8.4,19.3,.434,3.9,10.7,.366,4.4,8.6,.519,.536,6.7,7.6,.878,0.6,3.3,4.0,7.2,0.9,0.4,3.4,2.0,27.3,22.3,.604,.557,.393,2.0,10.5,6.3,34.1,1.2,0.9,13.2,31.8,2.6,0.7,3.3,.167,6.0,-1.2,4.7,1.6,42492492,45640084,48787676,58545211,63228828,0
268,Nassir Little,PF,22,POR,15.3,2.0,4.3,.473,0.8,2.0,.372,1.3,2.3,.563,.560,0.7,1.0,.667,0.3,2.0,2.4,0.9,0.4,0.1,0.7,0.8,5.5,10.9,.579,.473,.231,2.5,15.0,8.9,8.0,1.2,0.8,12.3,15.4,0.2,0.3,0.4,.067,-1.2,-0.1,-1.4,0.0,4171548,6250000,6750000,7250000,7750000,0
269,Isaiah Livers,PF,24,DET,19.5,1.9,4.7,.404,1.3,3.7,.358,0.6,1.0,.565,.543,0.7,0.9,.750,0.5,1.8,2.3,0.6,0.4,0.5,0.6,1.9,5.8,8.2,.567,.779,.192,2.7,10.4,6.4,4.2,1.0,2.5,10.3,12.4,0.2,0.1,0.3,.035,-1.8,-0.4,-2.2,0.0,1563518,1836096,0,0,0,0
270,Kenneth Lofton Jr,PF,20,MEM,4.0,1.2,2.5,.467,0.0,0.3,.000,1.2,2.2,.538,.467,0.2,0.5,.333,0.2,0.5,0.7,0.7,0.0,0.0,0.2,0.5,2.5,13.2,.460,.133,.200,4.4,12.9,8.7,27.4,0.0,0.0,5.8,29.5,0.0,0.0,0.0,.029,-1.7,-1.5,-3.2,0.0,508891,1761752,0,0,0,0
271,Kevon Looney,C,26,GSW,23.3,2.8,4.4,.627,0.0,0.0,,2.8,4.4,.627,.627,1.2,1.8,.639,3.0,5.5,8.5,2.9,0.4,0.6,0.4,2.8,6.7,17.4,.642,.000,.407,14.1,25.5,19.9,16.3,0.9,2.2,7.5,10.1,3.0,1.1,4.1,.213,0.9,1.3,2.2,1.0,8000000,8500000,9000000,0,0,0
272,Brook Lopez,C,34,MIL,30.3,5.5,10.8,.507,1.9,4.9,.384,3.6,5.9,.609,.594,1.7,2.1,.797,2.1,4.4,6.5,1.2,0.5,2.6,1.4,2.4,14.5,17.7,.618,.451,.193,7.2,14.9,11.2,5.9,0.8,7.1,10.5,18.1,1.8,1.9,3.7,.155,0.9,1.6,2.5,1.3,13906976,0,0,0,0,0
273,Robin Lopez,C,34,CLE,8.6,1.3,2.0,.640,0.0,0.0,1.000,1.2,2.0,.633,.650,0.4,0.6,.714,0.8,0.7,1.5,0.4,0.0,0.1,0.7,1.1,3.0,10.8,.668,.020,.280,10.6,9.7,10.1,6.8,0.2,1.3,23.2,15.2,0.2,0.2,0.4,.088,-3.4,-0.3,-3.8,-0.1,2905851,0,0,0,0,0
274,Kevin Love,PF,34,CLE,20.9,3.0,7.2,.410,1.9,5.1,.367,1.1,2.1,.514,.540,1.5,1.7,.877,1.0,6.2,7.2,2.0,0.2,0.2,1.2,1.8,9.3,15.2,.583,.707,.238,5.5,34.4,20.2,14.1,0.5,0.9,13.4,19.7,0.8,1.2,2.0,.138,1.5,1.0,2.5,0.8,28942830,0,0,0,0,0
275,Kyle Lowry,PG,36,MIA,35.0,4.1,10.4,.398,2.2,6.5,.336,1.9,3.9,.504,.504,2.6,3.0,.862,0.8,3.7,4.4,5.6,1.1,0.5,2.1,2.9,13.1,12.8,.558,.628,.291,2.5,12.7,7.3,23.2,1.6,1.4,15.1,17.4,1.1,1.5,2.6,.098,-0.7,0.8,0.2,0.7,28333334,29682540,0,0,0,0
276,Trey Lyles,PF,27,SAC,14.4,2.1,4.9,.423,1.0,3.1,.337,1.0,1.8,.569,.529,0.8,1.1,.743,1.1,2.4,3.5,0.8,0.3,0.4,0.9,1.2,6.0,12.5,.557,.628,.224,8.7,18.9,13.9,7.6,0.9,2.5,14.5,18.5,0.2,0.4,0.6,.060,-0.9,-1.2,-2.2,0.0,2625000,0,0,0,0,0
277,Theo Maledon,PG,21,CHO,16.1,1.8,4.3,.408,0.6,1.8,.323,1.2,2.6,.467,.474,1.4,1.6,.875,0.3,2.1,2.4,2.5,0.8,0.2,1.0,1.0,5.5,12.4,.546,.408,.368,1.6,14.9,7.9,20.5,2.3,1.0,16.5,15.6,0.3,0.5,0.8,.071,-2.3,0.7,-1.6,0.1,2408891,1761752,0,0,0,0
278,Sandro Mamukelashvili,C,23,MIL,8.5,0.7,2.3,.308,0.3,1.2,.238,0.4,1.1,.389,.372,0.4,0.7,.583,0.6,1.6,2.3,0.8,0.1,0.2,0.3,0.7,2.1,8.1,.407,.538,.308,8.2,19.9,14.1,11.9,0.3,1.7,10.1,14.3,0.0,0.2,0.1,.044,-3.7,0.2,-3.5,0.0,502080,0,0,0,0,0
279,Terance Mann,SG,26,LAC,21.2,3.2,6.1,.516,0.7,2.0,.345,2.5,4.1,.601,.573,1.1,1.5,.767,1.1,2.6,3.7,1.9,0.6,0.3,1.0,1.8,8.2,13.9,.602,.333,.238,5.7,13.2,9.5,13.1,1.5,1.1,12.6,15.9,1.2,1.0,2.1,.118,-0.7,1.0,0.3,0.5,1930681,10576923,11423077,0,0,0
280,Tre Mann,PG,21,OKC,20.5,3.4,8.8,.388,1.5,4.8,.304,2.0,4.0,.489,.471,0.5,0.7,.680,0.5,2.1,2.6,1.8,0.8,0.2,1.0,1.5,8.8,9.9,.481,.544,.081,2.5,11.0,6.6,12.4,1.8,0.9,10.1,20.6,-0.5,0.6,0.1,.010,-2.9,-0.9,-3.7,-0.3,3046200,3191400,4908373,6964982,0,0
281,Boban Marjanovic,C,34,HOU,4.2,1.1,1.5,.737,0.0,0.1,.000,1.1,1.4,.778,.737,0.8,0.9,.833,0.5,0.8,1.3,0.2,0.1,0.1,0.2,0.2,2.9,29.2,.783,.053,.632,12.0,22.2,17.1,6.7,0.9,1.8,11.0,21.0,0.3,0.0,0.3,.265,6.5,-0.2,6.3,0.1,3500000,0,0,0,0,0
282,Lauri Markkanen,SF,25,UTA,34.0,8.5,16.0,.529,3.0,7.2,.415,5.5,8.9,.621,.622,4.6,5.3,.876,1.8,6.5,8.3,1.9,0.6,0.6,1.8,2.1,24.5,22.9,.669,.448,.328,5.9,21.3,13.6,8.8,0.8,1.4,9.1,24.9,4.4,1.1,5.5,.193,5.2,-1.0,4.2,2.1,16475454,17259999,18044544,0,0,0
283,Naji Marshall,SF,25,NOP,23.9,3.3,7.6,.438,1.1,3.3,.336,2.2,4.3,.515,.510,2.1,2.6,.796,0.8,2.8,3.6,2.3,0.8,0.2,1.2,1.5,9.8,12.9,.562,.434,.340,3.7,13.2,8.4,13.2,1.7,0.9,12.2,17.5,0.9,1.0,1.9,.100,-0.7,0.3,-0.4,0.4,1782621,1930681,0,0,0,0
284,Caleb Martin,PF,27,MIA,31.4,4.0,8.6,.459,1.4,3.7,.389,2.5,4.9,.512,.543,1.0,1.3,.773,1.5,3.3,4.8,1.9,1.0,0.4,1.1,1.9,10.4,11.5,.563,.429,.150,5.3,12.6,8.8,8.6,1.6,1.2,10.8,14.5,0.7,1.2,1.9,.087,-1.5,0.3,-1.1,0.2,6479000,6802950,7126900,0,0,0
285,Cody Martin,SF,27,CHO,17.3,1.3,5.0,.250,0.3,2.0,.125,1.0,3.0,.333,.275,0.0,0.5,.000,1.0,2.5,3.5,1.5,0.5,0.3,0.3,0.3,2.8,4.8,.263,.400,.100,5.8,16.1,10.7,11.1,1.4,1.3,4.6,13.1,-0.1,0.1,-0.1,-0.060,-5.4,-1.3,-6.7,-0.1,7000000,7560000,8120000,8680000,0,0
286,Kenyon Martin Jr,SF,22,HOU,23.9,4.1,7.5,.552,0.9,2.7,.318,3.3,4.8,.682,.609,1.4,2.1,.647,1.4,3.5,4.8,1.4,0.5,0.3,1.1,1.6,10.5,14.8,.623,.358,.284,6.1,15.7,10.9,9.2,0.9,1.2,11.8,16.5,1.5,0.5,2.0,.099,0.2,-0.8,-0.6,0.3,1782621,1930681,0,0,0,0
287,Tyrese Martin,SG,23,ATL,3.8,0.5,1.5,.375,0.1,0.5,.200,0.5,1.0,.455,.406,0.2,0.2,1.000,0.2,0.4,0.5,0.0,0.1,0.0,0.1,0.2,1.4,6.9,.444,.313,.125,5.0,10.4,7.6,0.0,1.1,0.0,5.6,17.9,0.0,0.0,0.0,-0.019,-5.0,-2.2,-7.3,-0.1,1017781,1719864,0,0,0,0
288,Garrison Mathews,SG,26,HOU,12.6,1.2,3.4,.345,1.1,3.2,.340,0.1,0.2,.429,.504,0.9,1.0,.939,0.2,1.0,1.2,0.5,0.5,0.1,0.3,1.2,4.4,9.6,.569,.938,.292,1.6,8.6,5.1,5.4,2.0,0.7,6.6,13.6,0.5,0.2,0.7,.084,-2.2,0.4,-1.8,0.0,2000000,2000000,2230253,0,0,0
289,Bennedict Mathurin,SG,20,IND,28.0,5.3,12.8,.418,1.6,4.7,.333,3.8,8.1,.467,.479,4.9,5.9,.819,1.0,2.8,3.9,1.4,0.6,0.1,1.8,2.0,17.1,13.5,.556,.366,.464,4.2,10.8,7.6,7.7,1.1,0.3,10.6,25.9,0.5,0.6,1.2,.049,-1.0,-2.3,-3.3,-0.4,6586800,6916080,7245720,9187573,12256222,0
290,Wesley Matthews,SG,36,MIL,14.8,0.9,2.9,.320,0.7,2.3,.311,0.2,0.5,.357,.447,0.3,0.4,.900,0.7,0.9,1.6,0.6,0.5,0.2,0.4,1.5,2.9,6.2,.479,.813,.133,5.3,6.1,5.7,5.3,1.7,1.3,11.2,9.7,0.0,0.4,0.5,.061,-4.2,1.3,-2.9,-0.1,2905851,0,0,0,0,0
291,Tyrese Maxey,SG,22,PHI,34.9,7.9,17.3,.454,2.7,6.5,.408,5.2,10.8,.481,.530,3.2,4.2,.759,0.4,2.8,3.1,4.2,0.9,0.2,1.8,2.2,21.5,16.3,.562,.376,.240,1.2,9.1,5.2,19.7,1.3,0.5,8.6,26.8,0.7,0.7,1.3,.092,0.9,-1.3,-0.5,0.3,2726880,4343920,6259588,0,0,0
292,Miles McBride,PG,22,NYK,14.4,1.4,4.0,.360,0.7,2.6,.278,0.7,1.4,.513,.450,0.5,0.7,.684,0.2,0.6,0.8,1.2,0.6,0.0,0.5,0.9,4.0,7.3,.473,.649,.171,1.6,4.3,2.9,11.2,2.1,0.2,10.5,14.0,-0.1,0.4,0.3,.035,-3.9,1.3,-2.6,-0.1,1563518,1836096,0,0,0,0
